0.6345,0.6328,0.3176,0.2237
0.0671,0.5430,0.6577,0.8344
0.8277,0.3740,0.0152,0.9127
0.2109,0.5396,0.1806,0.3465
0.3658,0.7373,0.7115,0.4159
0.5385,0.4487,0.1158,0.5743
0.9386,0.9338,0.7432,0.0334
0.9885,0.2112,0.0750,0.9516
0.8861,0.8105,0.2206,0.3189
0.9422,0.4991,0.6133,0.7450
0.0358,0.6455,0.3503,0.9709
0.0384,0.3220,0.2171,0.0097
0.3410,0.5150,0.1657,0.0440
0.3293,0.0755,0.1515,0.5501
0.1114,0.2855,0.4905,0.8998
0.7983,0.8712,0.5721,0.2204
0.4859,0.1689,0.9701,0.9680
0.5975,0.3029,0.5940,0.9785
0.7570,0.6921,0.4470,0.8299
0.1153,0.9556,0.3125,0.9782
0.1560,0.4097,0.6823,0.8589
0.9429,0.4386,0.4817,0.0292
0.1720,0.2790,0.2446,0.7021
0.4415,0.2945,0.4761,0.7815
0.0213,0.9973,0.7526,0.3684
0.6188,0.9882,0.7790,0.4578
0.2797,0.1457,0.5275,0.9033
0.7372,0.3890,0.8131,0.7067
0.3405,0.0538,0.0379,0.3467
0.1964,0.8770,0.6394,0.7851
0.1148,0.3425,0.7401,0.5856
0.8534,0.2043,0.0476,0.3655
0.7246,0.6586,0.7573,0.2717
0.5955,0.5956,0.1545,0.7107
0.1358,0.6259,0.1153,0.5794
0.9965,0.6094,0.3600,0.8084
0.9998,0.5490,0.5670,0.6916
0.1005,0.7242,0.1930,0.5674
0.1451,0.6016,0.1599,0.2798
0.3673,0.5010,0.9006,0.8999
0.9052,0.5129,0.4364,0.1787
0.3777,0.8664,0.4905,0.7196
0.2825,0.5350,0.6289,0.8337
0.5477,0.6206,0.7396,0.9830
0.6214,0.3254,0.7096,0.7412
0.4343,0.5616,0.4945,0.7386
0.5703,0.9194,0.1444,0.6748
0.0416,0.8101,0.4492,0.2074
0.5289,0.5852,0.3822,0.3387
0.9912,0.8842,0.4467,0.9898
0.8285,0.1950,0.2509,0.8240
0.6102,0.3545,0.8884,0.2069
0.6236,0.7242,0.8725,0.4632
0.0834,0.9717,0.3122,0.7734
0.8849,0.6040,0.8485,0.8998
0.2878,0.2972,0.1568,0.3635
0.7894,0.8820,0.5183,0.4453
0.3114,0.7302,0.6009,0.5018
0.7110,0.7898,0.9102,0.0653
0.0629,0.3517,0.1473,0.1857
0.0978,0.9564,0.0711,0.9388
0.5873,0.2475,0.5929,0.0336
0.3715,0.7510,0.0825,0.4308
0.8408,0.6338,0.8370,0.6909
0.3733,0.6350,0.6276,0.0163
0.5805,0.2240,0.3219,0.5243
0.3739,0.2250,0.6033,0.7576
0.1234,0.6772,0.3927,0.3282
0.2101,0.3443,0.1072,0.4529
0.6416,0.5895,0.3665,0.6026
0.0479,0.2304,0.7390,0.5001
0.5780,0.0107,0.5445,0.0188
0.9139,0.2743,0.4644,0.2086
0.9752,0.8185,0.7690,0.9413
0.2850,0.3946,0.4497,0.6406
0.3097,0.4665,0.5287,0.9363
0.9282,0.8121,0.0769,0.1256
0.9449,0.5742,0.7627,0.3982
0.2678,0.2458,0.1928,0.3133
0.5626,0.5826,0.2969,0.6471
0.9128,0.2229,0.4407,0.8108
0.4233,0.6989,0.6144,0.0650
0.6042,0.7063,0.9597,0.6841
0.3653,0.5341,0.8668,0.9658
0.6186,0.8266,0.2091,0.7672
0.5054,0.2054,0.3477,0.1381
0.2627,0.8493,0.6044,0.8920
0.7388,0.9399,0.8400,0.0918
0.3549,0.5410,0.7937,0.3463
0.5080,0.8992,0.2786,0.1420
0.0602,0.8761,0.7862,0.4089
0.7967,0.1138,0.6176,0.1095
0.1788,0.3919,0.0824,0.9625
0.7374,0.1244,0.7580,0.6092
0.2145,0.8813,0.7017,0.7351
0.7716,0.7818,0.4551,0.5018
0.2317,0.9915,0.1297,0.9144
0.5964,0.3837,0.6807,0.9383
0.0641,0.8804,0.4495,0.5312
0.1843,0.9992,0.1077,0.7278
0.7569,0.2367,0.5522,0.8041
0.0361,0.0672,0.9470,0.0878
0.0112,0.8237,0.7992,0.0049
0.8203,0.5687,0.0923,0.3374
0.8062,0.5993,0.9150,0.0963
0.2355,0.2405,0.0753,0.7048
0.2721,0.8353,0.8675,0.4965
0.9800,0.0180,0.4174,0.3091
0.0294,0.2762,0.9058,0.5927
0.8723,0.5225,0.0148,0.8395
0.4471,0.3452,0.6113,0.6757
0.8309,0.4293,0.5626,0.3746
0.3567,0.7131,0.1196,0.5874
0.6899,0.6240,0.3888,0.3143
0.8715,0.1375,0.7656,0.0941
0.0131,0.3006,0.2954,0.5626
0.8148,0.3490,0.4697,0.2845
0.0296,0.2775,0.0146,0.3538
0.9722,0.9901,0.9148,0.3763
0.2324,0.9524,0.1914,0.5347
0.5595,0.1249,0.1564,0.6238
0.8799,0.9873,0.6323,0.2531
0.1603,0.0874,0.8286,0.0387
0.3832,0.5120,0.4697,0.1399
0.0601,0.0851,0.0678,0.2677
0.2276,0.6749,0.1965,0.0877
0.0662,0.1109,0.1063,0.7346
0.6363,0.3700,0.1354,0.8576
0.5842,0.0601,0.3813,0.2560
0.4386,0.9413,0.1947,0.7196
0.2787,0.5783,0.9087,0.1549
0.0418,0.6447,0.2861,0.9555
0.5762,0.2601,0.1335,0.2565
0.6499,0.1207,0.5189,0.4619
0.2506,0.6634,0.1598,0.7837
0.9146,0.5414,0.9613,0.2561
0.4905,0.4414,0.3061,0.5355
0.7533,0.1111,0.4764,0.7366
0.8845,0.9377,0.7853,0.0602
0.7031,0.6988,0.0049,0.8905
0.8390,0.7396,0.5472,0.6592
0.7092,0.6476,0.3469,0.9032
0.3300,0.4527,0.0229,0.2009
0.5538,0.4804,0.0762,0.5951
0.2538,0.4445,0.4201,0.4648
0.2025,0.1280,0.9732,0.8445
0.8777,0.5238,0.7126,0.6162
0.6290,0.9030,0.8635,0.3098
0.6961,0.8437,0.4034,0.0966
0.2539,0.9542,0.5057,0.1787
0.1383,0.9328,0.7357,0.7764
0.6922,0.4525,0.9711,0.6276
0.6990,0.9259,0.8564,0.8968
0.9292,0.5300,0.7944,0.2389
0.8204,0.0022,0.2181,0.7241
0.5519,0.1556,0.9646,0.0346
0.3066,0.7794,0.4749,0.0016
0.3199,0.9171,0.0729,0.8456
0.9603,0.1263,0.3770,0.1829
0.4687,0.9356,0.6838,0.9279
0.8701,0.2762,0.9146,0.6852
0.9847,0.6654,0.2976,0.9106
0.3813,0.8527,0.6408,0.5398
0.2969,0.0822,0.1518,0.2091
0.3077,0.0953,0.5369,0.8516
0.7754,0.1875,0.4474,0.8531
0.1105,0.0177,0.4472,0.7356
0.1996,0.2612,0.3308,0.7403
0.5068,0.8566,0.0987,0.0380
0.1624,0.6574,0.1160,0.2452
0.2319,0.1928,0.1343,0.2741
0.1691,0.6921,0.2827,0.6107
0.3560,0.2171,0.6217,0.4724
0.7441,0.9843,0.0849,0.7300
0.9399,0.3165,0.3990,0.4643
0.3614,0.6041,0.0976,0.1941
0.7927,0.9130,0.0949,0.2738
0.6617,0.6122,0.6047,0.4394
0.5278,0.4906,0.3901,0.6466
0.5388,0.4018,0.7514,0.5004
0.5424,0.1074,0.4909,0.3444
0.4618,0.3129,0.9046,0.3575
0.3917,0.4804,0.3269,0.8599
0.4871,0.6625,0.7816,0.2027
0.2511,0.4358,0.0150,0.2689
0.0701,0.4287,0.8689,0.0080
0.4027,0.1291,0.9154,0.4042
0.7759,0.2525,0.3815,0.8811
0.4646,0.9316,0.7236,0.2140
0.9087,0.5370,0.3773,0.9910
0.2298,0.6410,0.4813,0.0263
0.6240,0.0292,0.2166,0.5661
0.2525,0.2881,0.0161,0.0923
0.1766,0.3038,0.7900,0.6485
0.6554,0.6419,0.8607,0.3932
0.0768,0.7963,0.2566,0.9137
0.0846,0.7871,0.5327,0.8880
0.7155,0.1961,0.9384,0.9995
0.9100,0.9140,0.5868,0.6216
0.4375,0.4503,0.1839,0.5984
0.6723,0.9505,0.0877,0.9665
0.1538,0.1171,0.8332,0.8492
0.8448,0.8671,0.8345,0.1833
0.0639,0.1564,0.3462,0.0270
0.9680,0.0965,0.5310,0.6831
0.6989,0.9038,0.5470,0.8837
0.3916,0.6832,0.1142,0.2445
0.8841,0.2892,0.0199,0.6686
0.9852,0.0520,0.9748,0.5760
0.1477,0.3242,0.6474,0.0121
0.7909,0.6491,0.7460,0.0035
0.0127,0.8110,0.8434,0.2616
0.7845,0.5578,0.8692,0.6461
0.0765,0.9048,0.4995,0.9136
0.4487,0.4036,0.1001,0.1430
0.1667,0.3478,0.3624,0.7233
0.5251,0.2669,0.8002,0.4542
0.3370,0.0048,0.3982,0.2120
0.6692,0.4337,0.7951,0.9565
0.7440,0.3800,0.4926,0.6374
0.2862,0.6234,0.9625,0.9412
0.4369,0.5654,0.1100,0.4892
0.8909,0.3734,0.2133,0.5983
0.5024,0.8330,0.8900,0.6156
0.4884,0.5705,0.7444,0.5506
0.9951,0.9698,0.7598,0.2197
0.2987,0.0849,0.2998,0.0590
0.8158,0.2551,0.3490,0.5797
0.9829,0.3820,0.2031,0.0221
0.7380,0.8731,0.2436,0.3429
0.0049,0.6723,0.4674,0.7108
0.7700,0.9621,0.4591,0.3223
0.2275,0.5604,0.1936,0.2701
0.2022,0.2011,0.3175,0.5888
0.4304,0.0375,0.4963,0.7349
0.6983,0.8596,0.9991,0.7511
0.7964,0.5039,0.8973,0.7519
0.6574,0.9199,0.3221,0.4632
0.6044,0.3346,0.4005,0.1757
0.9396,0.0971,0.8446,0.0094
0.1530,0.1557,0.7556,0.1558
0.8953,0.3648,0.1675,0.7736
0.3298,0.7391,0.9991,0.0671
0.7142,0.1896,0.3807,0.9036
0.9359,0.3501,0.5944,0.1071
0.8662,0.0086,0.0301,0.5639
0.6473,0.9239,0.8790,0.7382
0.6833,0.1215,0.8339,0.3242
0.2490,0.9026,0.7291,0.8318
0.4637,0.4385,0.7598,0.3192
0.7759,0.2417,0.6851,0.4966
0.4313,0.5633,0.3165,0.3368
0.7936,0.5292,0.9406,0.2367
0.2004,0.4807,0.0449,0.0609
0.6329,0.2416,0.5275,0.7266
0.9723,0.9912,0.1834,0.2226
0.3274,0.5812,0.6832,0.3596
0.0616,0.5220,0.7210,0.4970
0.2899,0.4488,0.4573,0.8013
0.6345,0.7440,0.5149,0.4718
0.2911,0.4429,0.6338,0.4987
0.4337,0.4505,0.2320,0.9863
0.1246,0.4835,0.0285,0.3928
0.9514,0.6066,0.8617,0.7369
0.1213,0.3141,0.6607,0.4232
0.9911,0.5004,0.3808,0.1933
0.3080,0.5533,0.3470,0.6423
0.0844,0.0806,0.1481,0.3501
0.8605,0.9087,0.2006,0.5256
0.0764,0.9852,0.4416,0.4092
0.8284,0.5379,0.6312,0.6932
0.2058,0.4592,0.8435,0.8925
0.9014,0.0652,0.5440,0.1311
0.3096,0.3094,0.6461,0.5944
0.4226,0.7502,0.2932,0.4531
0.7696,0.2192,0.3576,0.6891
0.6718,0.4865,0.8293,0.8282
0.6636,0.3373,0.3571,0.7669
0.3401,0.0219,0.5942,0.3108
0.3240,0.0589,0.5512,0.3958
0.5734,0.1352,0.8337,0.2450
0.9914,0.4534,0.5285,0.3393
0.6552,0.5522,0.9361,0.8737
0.0209,0.2532,0.0705,0.0032
0.0127,0.6721,0.7175,0.4908
0.2542,0.3051,0.8886,0.3532
0.8881,0.9539,0.8134,0.7016
0.0962,0.7871,0.0418,0.2679
0.4197,0.9594,0.2352,0.8937
0.9946,0.8998,0.9318,0.2096
0.4740,0.3029,0.0888,0.7304
0.3189,0.5371,0.5558,0.9200
0.1849,0.7059,0.3960,0.7756
0.5565,0.4140,0.9954,0.2475
0.2032,0.5606,0.8891,0.9062
0.7767,0.8132,0.0648,0.8264
0.1636,0.8283,0.7669,0.7171
0.7530,0.4130,0.8062,0.7182
0.6184,0.1024,0.8003,0.5497
0.1203,0.8506,0.2593,0.2768
0.1783,0.7459,0.0919,0.4412
0.2069,0.4443,0.8005,0.7091
0.7922,0.7314,0.4656,0.6186
0.8011,0.5079,0.8893,0.5437
0.6409,0.7913,0.5441,0.3730
0.9610,0.2356,0.4660,0.8249
0.4593,0.3350,0.1899,0.5862
0.8076,0.6834,0.5557,0.7525
0.5661,0.8750,0.7304,0.9533
0.1947,0.4343,0.9651,0.8451
0.7773,0.8300,0.0557,0.7780
0.8654,0.9163,0.7187,0.4132
0.1956,0.6424,0.2716,0.8372
0.3726,0.4422,0.2493,0.6650
0.6469,0.2966,0.3043,0.8948
0.3584,0.6910,0.8608,0.2416
0.1800,0.3543,0.0724,0.8519
0.4648,0.2402,0.6845,0.5627
0.4042,0.4808,0.0011,0.0973
0.4307,0.1237,0.5044,0.5726
0.2747,0.0525,0.2811,0.1077
0.3803,0.1988,0.0161,0.4730
0.4307,0.9655,0.6820,0.1277
0.8542,0.6687,0.7275,0.8472
0.5841,0.1427,0.4384,0.7682
0.0281,0.9259,0.6969,0.0385
0.9171,0.7242,0.9032,0.1019
0.6847,0.4084,0.5633,0.9908
0.0078,0.1094,0.4291,0.7207
0.0499,0.1188,0.8954,0.3796
0.0660,0.1227,0.2201,0.4900
0.6112,0.4772,0.3518,0.4096
0.9063,0.6273,0.6244,0.7842
0.6809,0.3215,0.1803,0.0479
0.1766,0.0599,0.0143,0.8945
0.1462,0.0236,0.3022,0.8208
0.0350,0.2787,0.7092,0.9826
0.2578,0.8718,0.9960,0.4085
0.4086,0.4690,0.4204,0.5934
0.7814,0.4065,0.5733,0.8566
0.5311,0.1349,0.2098,0.6644
0.7269,0.7480,0.5953,0.1359
0.8421,0.2535,0.3098,0.2684
0.8763,0.2082,0.5221,0.3263
0.2606,0.8769,0.0210,0.6410
0.0146,0.8909,0.8881,0.0563
0.5945,0.4470,0.0429,0.8623
0.9324,0.9620,0.3124,0.6200
0.2722,0.5786,0.1603,0.8754
0.9982,0.5846,0.3933,0.6070
0.7886,0.9522,0.4972,0.2599
0.7680,0.4318,0.2184,0.0912
0.4267,0.5940,0.4147,0.1572
0.9698,0.5665,0.6772,0.5029
0.4051,0.9441,0.5859,0.4495
0.1977,0.2372,0.6891,0.1830
0.0650,0.5191,0.7722,0.7841
0.8694,0.6609,0.0430,0.7635
0.5308,0.8508,0.8503,0.7805
0.8019,0.7045,0.8364,0.1218
0.3608,0.0860,0.1367,0.7157
0.7954,0.1409,0.7332,0.2656
0.2932,0.2993,0.3876,0.4755
0.6239,0.4525,0.8419,0.8502
0.1638,0.9262,0.6640,0.6263
0.7402,0.6082,0.5000,0.4259
0.9371,0.8573,0.3883,0.3965
0.3547,0.2552,0.4683,0.5927
0.3759,0.2138,0.1177,0.9028
0.4596,0.0053,0.0773,0.7347
0.3794,0.4503,0.0125,0.8646
0.8601,0.0896,0.5787,0.8812
0.1040,0.1524,0.3043,0.0566
0.1428,0.7399,0.8043,0.2832
0.7394,0.4907,0.6376,0.0704
0.4826,0.8436,0.6899,0.4995
0.2340,0.1577,0.3995,0.8665
0.9803,0.8411,0.3248,0.1860
0.8878,0.3769,0.1182,0.8103
0.4969,0.0165,0.7031,0.8471
0.5375,0.6982,0.5849,0.0287
0.7162,0.4371,0.1661,0.2853
0.3547,0.8400,0.4842,0.3536
0.7344,0.9220,0.5719,0.5129
0.2745,0.4257,0.2277,0.4512
0.0815,0.4971,0.0444,0.5474
0.8332,0.1353,0.6734,0.6674
0.7696,0.1523,0.3691,0.7945
0.2699,0.9461,0.6580,0.4076
0.4970,0.7634,0.6022,0.2038
0.5246,0.8716,0.3238,0.7383
0.0444,0.2664,0.4738,0.9475
0.1323,0.5607,0.6630,0.6870
0.0933,0.3870,0.1087,0.1445
0.5538,0.1478,0.5102,0.5452
0.3830,0.2083,0.3569,0.5526
0.2515,0.3384,0.5025,0.8676
0.4590,0.2540,0.5055,0.2549
0.6623,0.9803,0.4247,0.4910
0.4336,0.0751,0.4184,0.1509
0.3229,0.1481,0.0506,0.3999
0.6822,0.3093,0.1997,0.6599
0.7047,0.0822,0.4744,0.4830
0.2517,0.7793,0.2658,0.9966
0.9800,0.9073,0.7817,0.1125
0.2368,0.0314,0.7404,0.8899
0.8596,0.5920,0.3351,0.4086
0.7657,0.2683,0.5681,0.5386
0.0330,0.5112,0.9656,0.4041
0.8695,0.0750,0.9120,0.3859
0.6802,0.6924,0.0695,0.1073
0.4706,0.3602,0.2607,0.5179
0.1131,0.1042,0.7700,0.8070
0.3115,0.6670,0.3250,0.5723
0.0918,0.4695,0.8143,0.5887
0.7565,0.8601,0.0650,0.0848
0.8662,0.4322,0.8011,0.3482
0.2467,0.1605,0.2914,0.7112
0.1712,0.5037,0.6876,0.3484
0.2521,0.3657,0.1758,0.1005
0.3935,0.1109,0.6189,0.9462
0.6659,0.8517,0.6073,0.7091
0.7162,0.6865,0.0074,0.7888
0.8864,0.9259,0.8245,0.0435
0.9512,0.6685,0.4968,0.6277
0.5788,0.5327,0.9043,0.0181
0.3707,0.6913,0.8247,0.2778
0.4898,0.1966,0.6139,0.4523
0.4658,0.2526,0.2712,0.9872
0.9129,0.3214,0.0847,0.5963
0.2476,0.5264,0.0549,0.7214
0.3241,0.8426,0.9830,0.3263
0.9029,0.7254,0.6861,0.8888
0.0375,0.8105,0.9766,0.6319
0.4094,0.1052,0.0561,0.6753
0.9682,0.0699,0.5757,0.9305
0.3475,0.0882,0.3663,0.8876
0.6123,0.0218,0.4797,0.9374
0.2157,0.6654,0.5964,0.2749
0.6098,0.6648,0.1381,0.3934
0.6560,0.4403,0.4284,0.0580
0.2343,0.5905,0.4305,0.4430
0.9368,0.7780,0.6181,0.3632
0.7672,0.8310,0.2634,0.8488
0.0498,0.8107,0.9272,0.7140
0.2332,0.1532,0.3226,0.9298
0.8235,0.9491,0.6582,0.4989
0.1737,0.8642,0.4504,0.3324
0.6510,0.0565,0.7425,0.4813
0.1068,0.3580,0.5609,0.7093
0.4541,0.4461,0.5541,0.9594
0.2034,0.3235,0.0449,0.5828
0.2222,0.9034,0.0515,0.5914
0.3759,0.1761,0.1016,0.6921
0.9590,0.7849,0.9683,0.4865
0.4090,0.7295,0.6406,0.1260
0.7057,0.9324,0.9708,0.0013
0.1561,0.8889,0.3424,0.6517
0.1017,0.7004,0.6285,0.7855
0.4794,0.8432,0.5023,0.7350
0.2124,0.0428,0.0090,0.0865
0.0970,0.5461,0.7777,0.5076
0.0366,0.7765,0.1241,0.0893
0.0926,0.1417,0.9507,0.6658
0.3806,0.2703,0.3854,0.9444
0.7761,0.6362,0.6115,0.9769
0.5668,0.2274,0.3308,0.9505
0.2979,0.4968,0.0234,0.7437
0.6143,0.1078,0.9976,0.7106
0.0457,0.9942,0.3545,0.5068
0.7137,0.7897,0.1375,0.1274
0.1933,0.2873,0.2037,0.1997
0.3163,0.8036,0.9337,0.1099
0.7386,0.5038,0.5937,0.7439
0.7542,0.5090,0.1809,0.8595
0.7383,0.3985,0.9510,0.6859
0.0682,0.7621,0.4852,0.9448
0.4001,0.2865,0.5681,0.3154
0.0768,0.2517,0.6862,0.0745
0.3053,0.3106,0.7099,0.5290
0.0556,0.8007,0.4918,0.4468
0.3011,0.0886,0.7079,0.3954
0.3921,0.5237,0.0168,0.7978
0.4222,0.6386,0.5308,0.9795
0.0711,0.5610,0.8054,0.5170
0.1742,0.4629,0.8894,0.1558
0.4276,0.9894,0.6462,0.3899
0.9300,0.8620,0.2741,0.8156
0.2894,0.1259,0.4541,0.4919
0.2048,0.3268,0.3716,0.3489
0.2115,0.2425,0.0112,0.1540
0.6417,0.7317,0.8244,0.1454
0.3932,0.4511,0.3806,0.8734
0.8098,0.9817,0.0201,0.4650
0.2190,0.0855,0.0005,0.5984
0.6299,0.2882,0.0949,0.2910
0.1336,0.1251,0.9425,0.9559
0.1325,0.2400,0.1609,0.7120
0.9905,0.4488,0.1704,0.8600
0.2518,0.8239,0.9969,0.8911
0.6983,0.6053,0.7479,0.3800
0.6290,0.4976,0.8650,0.0685
0.7967,0.9982,0.7519,0.2842
0.8618,0.4811,0.8012,0.1864
0.7319,0.8615,0.3652,0.9270
0.6448,0.3183,0.0285,0.5975
0.9729,0.3745,0.2673,0.1051
0.4053,0.3595,0.6619,0.3893
0.7922,0.7009,0.5137,0.1476
0.4512,0.9896,0.2716,0.7072
0.9148,0.9859,0.0071,0.6652
0.4875,0.0425,0.4110,0.9807
0.3660,0.0946,0.5752,0.7436
0.4123,0.0018,0.7186,0.6822
0.8977,0.4335,0.3106,0.8264
0.1202,0.7686,0.5428,0.2401
0.1878,0.8455,0.9673,0.7033
0.6604,0.6871,0.2677,0.1355
0.5696,0.2988,0.2511,0.8416
0.2828,0.0441,0.5217,0.9406
0.1542,0.5648,0.0208,0.5407
0.7296,0.0475,0.8604,0.1888
0.3246,0.4109,0.7543,0.7407
0.6490,0.7600,0.3850,0.4649
0.9775,0.5343,0.5591,0.5341
0.0216,0.9778,0.1522,0.7543
0.1634,0.9698,0.9297,0.7044
0.1362,0.4205,0.3011,0.5620
0.3770,0.6229,0.9342,0.7436
0.8020,0.5669,0.0770,0.5130
0.6166,0.8577,0.0516,0.9606
0.1397,0.7119,0.7402,0.0250
0.1292,0.0079,0.2909,0.0862
0.9013,0.7343,0.4642,0.8860
0.9510,0.7436,0.3545,0.4259
0.0950,0.6540,0.9977,0.1163
0.1427,0.4825,0.2832,0.8225
0.2083,0.4071,0.2381,0.0005
0.1723,0.6069,0.3701,0.2345
0.9735,0.9940,0.1437,0.1432
0.0215,0.3008,0.4267,0.1454
0.0829,0.9958,0.1352,0.2769
0.3520,0.7226,0.6832,0.4808
0.7536,0.9340,0.4850,0.2027
0.7358,0.4012,0.7718,0.1754
0.3449,0.7214,0.3738,0.7751
0.8757,0.3085,0.1137,0.8543
